,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
429,Junior QA Engineer,Unleash Labs,Tel Aviv-Yafo,3.7 ,"Unleash is powering the productivity revolution by providing users with a centralized way to search through their cloud based apps and local desktop. A light weight search interface allows users to enter their search query and receive relevant ranked results which are yielded in seconds. As a user centric company, we place a great deal of emphasis on users experience when building our product and have fun doing it!  We are a fresh and energetic startup, post round A in funding ($12M), led by a strong team of second timer founders and top angel investors and VCs from the Sillicon Valley and Tel Aviv. Our expanding team is made up of enthusiastic and dedicated members working together to revolutionize the productivity world. We believe that collaboration across teams - where everyone is accessible, from our newest hires to the founders - combined with a vested interest in our teams well being are the keys to our successful working environment.",-1,0,3.5,3.7,3.7,3.4,3.5,51 to 200 Employees,Company - Private,Media & Communication,2011,Publishing,Unknown / Non-Applicable
430,CPU Verification Engineer -,Apple,Herzliya,4.2 ,"Summary Posted: Feb 6, 2023 Weekly Hours: 42 Role Number:200458942 In this visible role, you will be responsible for defining DV methodologies, test-bench infrastructure ramp-up and project execution of multiple all new CPU cores for Apple product lines. You will develop verification test plans, tools, test benches, protocol monitors, and high-coverage stimulus vectors. Apply advanced techniques to achieve verification with the highest quality, productivity, and time-to-market. You will work closely with the design team to ensure timely delivery of quality designs. Applying advanced methods to accelerate verification time. Involvement in Post Silicon Validation.",-1,0,3.8,4.3,4.2,3.7,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
431,Junior Data Engineer בחברה מצליחה שעוסקת באבחון גנומי מתמונות ביופסיה,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: החברה פיתחה טכנולוגיה פורצת דרך המבוססת על מודלים חדשים של AI לקבלת אבחון גנומי מפורט מתמונת הביופסיה בלבד. הטכנולוגיה מזהה מגוון רחב של סמנים ביולוגיים (מוטציות/ באגים בגנים), שאינם ניתנים לזיהוי באבחון פתולוגי של עין אנושית. היום תהליך כזה של ריצוף גנטי לוקח זמן רב (שבועות ולעיתים חודשים), יקר מאוד ובעל מגבלות טכנולוגיות. בעזרת הטכנולוגיה שפיתחה החברה הצליחו לקצר את התהליך ל-2 דקות בלבד. החברה מונה קרוב ל-30 עובדים. ממוקמים בתל אביב ונמצאים מרחק הליכה מרכבת ומתחבורה ציבורית נגישה. משלבים מודל עבודה הבירידי. מהות התפקיד: פיתוח וניתוח Data אבל לא אלגוריתמיקה, כפיפות לראש צוות, קוד בPython ו-Node.js.",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
432,Manual QA Engineer,Imomony,Tel Aviv-Yafo,2.4 ,"We’re looking for magnificent, creative and curious Manual QA Engineer to join our great QA team Qualifications: If you have: 2-3 years of experience in Manual testing from Internet / Online companies In Client -experience / Server and Web security, Writing STP, STD and STR Documents Familiarity and experience with SQL Experience working in an Agile / Scrum – an advantage",-1,0,3.3,2.7,3.4,2.4,4.3,51 to 200 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
433,QA Engineers,BUFFERZONE Security,Herzliya,-1,"We are looking for motivated and talented people to join our team. If you are looking for a challenging position in a fast-paced start-up environment, please send your CV to us at careers@bufferzonesecurity.com.  BUFFERZONE’s QA team is responsible for verifying that all product releases meet the highest standards. As a member of the QA team, the QA engineer will be responsible for planning, writing and executing product test plans, both manual and automatic. The job requires a good understanding of the MS Windows environment, Windows applications, client-server systems, and security applications. Responsibilities",-1,0,2.0,2.0,2.0,2.0,5.0,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
434,Junior QA Engineer,Unleash,Tel Aviv-Yafo,3.7 ,"Unleash is powering the productivity revolution by providing users with a centralized way to search through their cloud based apps and local desktop. A light weight search interface allows users to enter their search query and receive relevant ranked results which are yielded in seconds. As a user centric company, we place a great deal of emphasis on users experience when building our product and have fun doing it!  We are a fresh and energetic startup, post round A in funding ($12M), led by a strong team of second timer founders and top angel investors and VCs from the Sillicon Valley and Tel Aviv. Our expanding team is made up of enthusiastic and dedicated members working together to revolutionize the productivity world. We believe that collaboration across teams - where everyone is accessible, from our newest hires to the founders - combined with a vested interest in our teams well being are the keys to our successful working environment.",-1,1,3.5,3.7,3.7,3.4,3.5,51 to 200 Employees,Company - Private,Media & Communication,2011,Publishing,Unknown / Non-Applicable
435,SOFTWARE AUTOMATION ENGINEER R&D,Toka,Tel Aviv-Yafo,3.7 ,"Tel Aviv, IL DESCRIPTION We are seeking a highly skilled and motivated Software Automation Engineer to join our team. As a Software Automation Engineer, you will be responsible for designing, developing, and implementing software solutions to ensure the quality and reliability of our software products. You will tackle challenging technological issues on a daily-basis in areas such as computer networking, operation systems, complexity and efficiency, distributed programming, parallelism, concurrency, user-experience (UX) and so much more. You will collaborate with cross-functional teams to understand requirements, create test strategies, develop automation frameworks, write test scenarios to evaluate the quality and performance of the system. Your skills and expertise will play a crucial role in improving Toka’s cutting edge IoT intelligence platform, and by extension, improving the security of Tier-1 countries around the globe!",-1,0,3.4,3.5,3.5,3.3,3.5,1001 to 5000 Employees,Company - Private,-1,2009,-1,$100 to $500 million (USD)
436,Junior Full Stack Engineer לחברה בינלאומית מצליחה,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: חברה בינלאומית מצליחה מחפשת את הטאלנט הבא! החברה עוסקת בתחום ה-IOT ו-Big Data, ומפתחת מערכות חכמות לרכב. מונים כ-60 עובדים בארץ ו-150 בעולם, יושבים במרכז הארץ ועובדים במודל היברידי. במסגרת התפקיד, הצטרפות לצוות פיתוח Full Stack ב-NodeJS ו-React. מעוניין/ת לשמוע עוד? שלח/י קורות חיים ונתעדכן! דרישות המשרה: שנה ניסיון בפיתוח NodeJS ו-React תואר טכנולוגי / יוצא/ת יחידה טכנולוגית",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
437,NOC Engineer- Student Position,Gong.io Inc.,Tel Aviv-Yafo,4.2 ,"As a NOC Student, you will: Ensure infrastructure and applications are monitored and that alerts and incidents are handled quickly and professionally. Measure and monitor the viability and stability of the systems and their core components. Perform proactive system monitoring. Confirming the integrity and availability of processes & pipelines. Troubleshooting and resolving application-related issues. You should apply if you are:",-1,0,3.9,4.1,4.3,4.0,3.9,1001 to 5000 Employees,Company - Private,Information Technology,2015,Enterprise Software & Network Solutions,Unknown / Non-Applicable
438,Intern - Software,NCR,Raanana,3.6 ,"About NCR NCR Corporation (NYSE: NCR) is a leader in transforming, connecting and running technology platforms for self-directed banking, stores and restaurants. NCR is headquartered in Atlanta, Ga., with 38,000 employees globally. NCR is a trademark of NCR Corporation in the United States and other countries. Software Engineer Junior: Purpose: Simple, made possible. Our next-gen platform architecture delivers the agility retailers need to compete in a world that increasingly prefers digital experiences. We are looking for talented intern SW engineering student who love tackling convoluted problems and coming up with clean, stable solutions that scale. You will be participating in building from scratch the next-gen retail solution as-a-service dealing with scalability, availability, cloud and edge computing.",-1,0,3.2,3.1,3.5,3.2,3.4,10000+ Employees,Company - Public,Information Technology,1884,Enterprise Software & Network Solutions,$5 to $10 billion (USD)
439,Junior Test Engineer IRC189415,GlobalLogic,Ramat Gan,3.9 ,Job: IRC189415  Location: Israel - Ramat-Gan  Designation: Junior Test Engineer  Experience: 0-1 years  Function: Quality Assurance,-1,0,3.7,3.5,3.9,3.6,4.0,10000+ Employees,Company - Private,Information Technology,2000,Information Technology Support Services,$500 million to $1 billion (USD)
440,Machine Learning Engineer,Apple,Herzliya,4.2 ,"Summary Posted: Aug 8, 2023 Role Number:200495352 Imagine what you could do with Machine Learning at Apple! Extraordinary ideas have a way of becoming excellent products, services, and customer experiences which are personalized, contextualized and intelligent to our users. The ML Algo team at Apple works on various multidisciplinary ML projects related to Apple’s chip design technologies. We are looking for an outstanding machine learning engineer to develop state-of-the-art algorithms and infrastructure for the next generation of thoughtful and personal products we deliver. If you thrive at the intersection of algorithms, Apple’s outstanding chips and applied machine learning this position will excite and encourage you.",-1,0,3.8,4.3,4.2,3.7,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
441,Deep Learning Researcher / Engineer,Inspekto,Ramat Gan,-1,"Join our fun, dynamic work environment in the heart of Tel Aviv’s high-tech area. Together, we’ll use formerly-science fiction technology to reimagine QA for industrial manufacturing and impact a $30 billion market. Contact us for Job Offers here: careers@inspekto.com Inspekto is looking for an enthusiastic and creative algorithm developer. Introduction We are taking on very challenging machine-learning tasks – from controlling physical cameras and illuminations, to universal single-shot detectors and accurate 3D homography alignments, to truly unique meta-learners.",-1,1,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,Company - Private,-1,-1,-1,Unknown / Non-Applicable
442,Core & Cloud integration Engineer,Ericsson,Rosh Ha`Ayin,4.2 ,"Our Exciting Opportunity: Ericsson is the world’s leading company in Cellular Networks. We are now looking for a cloud & Core Integration Engineer to analyze, prepare, and implement the configuration. Your scope of work will be in the most advanced technology and could include the scenarios of installations, upgrades and support.  You will: Plan the implementation of the product configuration / integration work   Familiar with Cellular network protocols",-1,0,3.3,3.8,4.0,3.4,3.8,10000+ Employees,Company - Public,Telecommunications,1876,Telecommunications Services,$10+ billion (USD)
443,R&D Engineer,Implant Direct,Israel,3.2 ,"Operating Company: Implant Direct Location: Modi'in-Maccabim-Re'ut,HaMerkaz (Central),IL Date Posted: June 8, 2023 Req Number: R5016536  Implant Direct is part of Envista’s portfolio of dental product and service companies, including more than 30 trusted brands and over 125 years of dental excellence. With over 4.6 million implants placed worldwide, Implant Direct enables dentists to advance their patients’ oral health with high-quality dental implant solutions. All implants are manufactured in the USA using only medical-grade titanium alloy, meeting the industry’s highest performance and safety standards. We offer a unique portfolio of products and solutions that elevate the performance of your practice through predictable outcomes, greater patient satisfaction, and reduced total costs. We are committed to renewing confidence and changing lives through enhancing patient access. For more information about Implant Direct, visit www.Implantdirect.com .",-1,0,3.1,3.6,3.1,2.8,3.0,10000+ Employees,Company - Public,Healthcare,2019,Health Care Services & Hospitals,Unknown / Non-Applicable
444,QA Engineer (Casual Games),PlayWorks Digital,Tel Aviv-Yafo,-1,"Play.Works is the leading games platform distributed through connected devices with the largest CTV game catalog in the world with over 400+ titles built for TV from the ground-up including Crossy Road, Trivia Crack, Tetris®, doodle jump, games from Atari® and Play.Works originals. Play.Works video portfolio leverages a proprietary connected device framework to enable rapid development across multiple Connected TV platforms to distribute AVOD apps and linear channels from creator superstars like SSundee, Ninja Kidz as well as original networks, such as BRB: Travel & Food. Play.Works games and video can be found on world leading players such as Comcast, Cox, SKY, Roku, Vizio, LG, Samsung and most major pay TV platforms in North America and the UK with a combined reach of over 250M homes. For our QA team, we are looking for a candidate that is passionate about games!",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,1 to 50 Employees,Contract,-1,-1,-1,Unknown / Non-Applicable
445,Machine Learning Engineer / Software Engineer,Horizon Technologies,Ramat Gan,3.5 ,"We’re seeking an experienced Machine Learning Engineer / Software Engineer (ML oriented), who will be integral to the data science feature development process, working in tandem with data engineering. You will design machine learning pipelines, apply algorithms to generate predictions and tackle data set challenges, and develop the first-ever, real-time corporate credit score platform. This isn't just another job. you'll be a key part of an exciting, experienced team in a fast-paced environment. You will:  Build forecasting/prediction models from scratch (POC) to production-ready Work closely in aligning the product, research, and development teams in crafting the product, increasing product effectiveness Take a critical role in the research process for finding the best market solutions for defined business problems Provide guidance to the R&D team and product teams  You have:  2+ years of experience as a Senior Software Engineer (ML), Machine Learning Engineer, Data Engineer, or in a similar role 4+ years of hands-on experience in engineering with Python Minimum 3-4 years of relevant experience: SQL complex queries (aggregations, analysis, etc.), as a strong cloud architect Degree in Computer Science, Physics, Mathematics, or equivalent experience Profound analytical skills and true love for data Extensive background in statistical analysis",-1,0,3.3,3.3,3.0,3.1,2.9,201 to 500 Employees,Company - Private,Management & Consulting,-1,Business Consulting,$25 to $100 million (USD)
446,R&D Support Engineer (Tier 3 Support),Albert Technologies,Tel Aviv-Yafo,3.5 ,"Tel Aviv – R&D Support Team Join the top tier of technical support at Albert. Responsibilities: The R&D Support Team is the top tier of technical support at Albert. As part of the team you will: Provide R&D level (Tier 3) support for Account Managers, Professional Services, and Data Researchers. Handle day to day activities in terms of deep investigation of support tickets, escalation handling, monitoring alarms, and alerts. Work with developers and product teams to resolve problems in production and deliver fixes.",-1,0,3.0,3.2,3.4,3.2,3.2,1 to 50 Employees,Company - Public,-1,-1,-1,$1 to $5 million (USD)
447,Automation Engineer- student position,Atera,Tel Aviv-Yafo,4.7 ,"Atera is looking for a talented and passionate Automation Engineer to develop, maintain, and improve the automation framework and tests to ensure the highest level of quality. This is a student position. Availability to work a minimum of 3 days a week (60%) is required.  Responsibilities: Conduct the process of transformation from manual tests to automation tests based on needed scenarios & tools, as well as enhance existing tests and tools.  Requirements:",-1,1,4.7,4.6,4.6,4.6,4.6,201 to 500 Employees,Company - Private,Information Technology,2014,Enterprise Software & Network Solutions,$25 to $100 million (USD)
448,Junior Software Engineer,Nym Health,Tel Aviv-Yafo,-1,"At Nym, we’re passionate about simplifying healthcare by automating the accurate interpretation of clinical language. Our interdisciplinary team has developed an innovative technology that can understand clinical language and provides an entirely new way of analyzing and decoding medical records into clear, concise, and actionable information. This ultimately ensures clinical and administrative teams can spend more time focused on patient care. At Nym, the future is bright. Our engine currently processes over five million charts annually in more than 150 emergency department and urgent care settings across the US. We are backed by top-tier VCs and growing rapidly, with offices in NYC and Tel Aviv.   Requirements:",-1,1,4.1,4.7,3.0,2.7,4.4,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
449,HW/SW Testing Engineer,Invaya,Herzliya,3.3 ,"Job Description: Validate and test a wide variety of technologies and platforms Work closely with developers to improve testability Support of internal and external customers Writing and working with test case documentation  Required Skills: Experience in SW testing, testing methodologies and strategy Fast learner with outstanding technical skills Experience in HW/SW and embedded testing Experience in working with lab test equipment Experience in scripting and test automation - an advantage",-1,0,2.7,3.0,3.3,2.5,2.6,51 to 200 Employees,Company - Private,Transportation & Logistics,2010,Taxi & Car Services,Unknown / Non-Applicable
450,Full Stack Engineer,Atomic-growth.com,Ramat Gan,-1,"Atomic Growth is building the next-generation Consumer Packaged Goods CPG company by acquiring and scaling independent e-commerce brands. We leverage AI and unique e-commerce expertise to identify, acquire, operate, and scale these brands. We partner with the owners of these brands, and offer them an opportunity to go above and beyond what they imagined when starting their brand. Atomic Growth assembled an extraordinary, cross-functional team of AI, e-commerce, and M&A experts, based in Tel-Aviv and New-York. Growing rapidly, and looking for driven professionals who are excited to join a dynamic startup environment, offering ownership and exceptional personal development opportunities from day 1. Responsibilities for Full Stack",₪25K (Employer est.),1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
451,"Cloud Software Engineer, Identity Protection (Israel)",CrowdStrike,Tel Aviv-Yafo,4.3 ,"#WeAreCrowdStrike and our mission is to stop breaches. As a global leader in cybersecurity, our team changed the game. Since our inception, our market leading cloud-native platform has offered unparalleled protection against the most sophisticated cyberattacks. We’re looking for people with limitless passion, a relentless focus on innovation and a fanatical commitment to the customer to join us in shaping the future of cybersecurity. Consistently recognized as a top workplace, CrowdStrike is committed to cultivating an inclusive, remote-first culture that offers people the autonomy and flexibility to balance the needs of work and life while taking their career to the next level. Interested in working for a company that sets the standard and leads with integrity? Join us on a mission that matters - one team, one fight. About the Team: You will be joining the Identity protection team that delivers detection and prevention of identity related incidents in the organizational network using the falcon sensor and cloud.",-1,0,4.0,4.2,4.1,3.9,4.1,1001 to 5000 Employees,Company - Public,Information Technology,2011,Enterprise Software & Network Solutions,$500 million to $1 billion (USD)
452,Junior QA Engineer - Generative AI Team,AudioCodes Limited,Central,4.1 ,"Description We are seeking a Junior QA Engineer to join our Generative AI Team, which focuses on Prompt Engineering and other Generative AI related activities. As a QA Engineer, you will play a vital role in ensuring the quality and reliability of our AI systems. You will be responsible for designing, executing, and maintaining test plans, as well as identifying and reporting issues and bugs.  Requirements  QA Certification. (International certification ISTQB or higher is an advantage)",-1,0,3.8,3.8,4.4,3.8,4.2,501 to 1000 Employees,Company - Public,Manufacturing,-1,Electronics Manufacturing,$100 to $500 million (USD)
453,DevOps Software Engineer - (Student position) SAP Cloud Virtualization,SAP,Raanana,4.4 ,"We help the world run better  Our company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from.Apply now!",-1,0,4.1,4.0,4.4,4.0,4.3,10000+ Employees,Company - Public,Information Technology,1972,Enterprise Software & Network Solutions,$10+ billion (USD)
454,Evaluation Engineer - Imaging & Sensing Technology Group,Apple,Herzliya,4.2 ,"Summary Posted: Jun 28, 2023 Role Number:200488574 The QE group is responsible for test design, automation development, and testing execution of the Depth Sensing Imaging components in Apple products. The team is responsible for the validation of various innovative ML depth algorithms and software frameworks. The QE Engineer shall be responsible for evaluate the algorithm performance, and ensure the high quality of the products with regards to the complex technologies. THE RESPONSIBILITIES OF THE ROLE ARE: Use-case driven tests & KPI definition methodology Testing definition of Algo components",-1,0,3.8,4.3,4.2,3.7,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
455,Junior Deep Learning Engineer בחברה לאחר רכישה מתוקשרת!,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: חברה מעולה הממומנת ב-120 מיליון דולר, נרכשו על ידי חברה גדולה ומוכרת ועובדים כחטיבה עצמאית לחלוטין. עוסקים ב Compute Power ל-AI, מפתחים מנוע חדשני מבוסס Deep Learning המאפשר כוח מחשוב מותאם Al לעיבוד כמויות Data עצומות. יש משרדים במרכז הארץ ובאיזור השרון על קו רכבת, לנוחות העובד. החברה מונה מאות עובדים. מדובר בתפקיד שהוא כחלק מצוות, פיתוח מודלים של בינה מלאכותית לשימוש עבור המעבדים. הפיתוח ב Python, שימוש בכלי Deep Learning כמו PyTorch ו- TensorFlow. העבודה ב-Production (ללא צד מחקרי, אלא פיתוח ומימוש של האלגוריתמים).",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
456,AI Prompt Engineer,Varonis,Herzliya,4.1 ,"Summary Data has never been more valuable and vulnerable. As cybercriminals become more sophisticated and regulations become stricter, organizations struggle to answer one key question: “Is my data safe?” At Varonis, we see the world of cybersecurity differently. Instead of chasing threats, we believe that the most practical approach is to protect data from the inside out. We’ve building the industry’s first fully autonomous data security platform to help our customers dramatically reduce risk with minimal human effort. At Varonis, we move fast. We’re an ultra-collaborative company with brilliant people who care deeply about the details. Together, we’re solving interesting and complex puzzles to keep the world’s data safe.",-1,0,4.1,4.1,4.1,3.9,4.0,1001 to 5000 Employees,Company - Public,Information Technology,2005,Software Development,$100 to $500 million (USD)
457,Junior QA Engineer לחברה ישראלית יציבה ורווחית,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: צוות הQA שלנו מתרחב ונשמח לצרף QA Engineer לביצוע בדיקות ידניות, עבודה עם Cloud ופרוטוקלי תקשורת. החברה עוסקת ב-Infrastructure Automation at Scale על מנת לייעל תהליכי DevOps בחברות וארגונים. עד כה מושקעת בלמעלה מ-114M דולר עם מעל 200 לקוחות משלמים. מונים 120 עובדים וצומחים! דרישות המשרה: נסיון של שנה בבדיקות ידניות Client/Server",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
458,CPU Verification Engineer -,Apple,Herzliya,4.2 ,"Summary Posted: Feb 6, 2023 Weekly Hours: 42 Role Number:200458942 In this visible role, you will be responsible for defining DV methodologies, test-bench infrastructure ramp-up and project execution of multiple all new CPU cores for Apple product lines. You will develop verification test plans, tools, test benches, protocol monitors, and high-coverage stimulus vectors. Apply advanced techniques to achieve verification with the highest quality, productivity, and time-to-market. You will work closely with the design team to ensure timely delivery of quality designs. Applying advanced methods to accelerate verification time. Involvement in Post Silicon Validation.",-1,0,3.8,4.3,4.2,3.7,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD)
459,Junior QA Engineer,Unleash Labs,Tel Aviv-Yafo,3.7 ,"Unleash is powering the productivity revolution by providing users with a centralized way to search through their cloud based apps and local desktop. A light weight search interface allows users to enter their search query and receive relevant ranked results which are yielded in seconds. As a user centric company, we place a great deal of emphasis on users experience when building our product and have fun doing it!  We are a fresh and energetic startup, post round A in funding ($12M), led by a strong team of second timer founders and top angel investors and VCs from the Sillicon Valley and Tel Aviv. Our expanding team is made up of enthusiastic and dedicated members working together to revolutionize the productivity world. We believe that collaboration across teams - where everyone is accessible, from our newest hires to the founders - combined with a vested interest in our teams well being are the keys to our successful working environment.",-1,0,3.5,3.7,3.7,3.4,3.5,51 to 200 Employees,Company - Private,Media & Communication,2011,Publishing,Unknown / Non-Applicable
460,Junior Software Engineer לחברת הייטק מובילה עם 1500 עובדים,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: למשרת פיתוח ורסטילית דרוש/ה מפתח/ת Junior. יש כמה תקנים, פיתוח Net Server Web. ועבודה עם AWS, או פיתוח וורסטילי עם Net/C++/Java/Ruby. - דינאמי ומשתנה בהתאם לצורך יש פיתוחים מאפס ופטנטים שרשומים על הצוות. כ60% מחקר טכנולוגיות וכלים והשאר פיתוח, בנוסף Design, ארכיטקטורה. מדובר על חברת הייטק מובילה עולמית בתחומים של שיתוף מידע מאובטח בין ארגונים, שליטה ובקרה על פעילותם של משתמשים בעלי הרשאות גבוהות בארגון והגנה מפני התקפות סייבר. מונים למעלה מ 1500 עובדים, המשרה היא בצוות שאחראי על פיתוחים חדשים שמאפשרים למוצרים ליצור אותנטיקציות חדשות בפלטפורמות מגוונות. כל פעם מייצרים אותנטיקציה חכמה כדי להציע אבטחה גבוהה יותר. מאפשרים 2-3 ימי עבודה מהבית, נשמח להכיר אותך!",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
461,QA Engineers,BUFFERZONE Security,Herzliya,-1,"We are looking for motivated and talented people to join our team. If you are looking for a challenging position in a fast-paced start-up environment, please send your CV to us at careers@bufferzonesecurity.com.  BUFFERZONE’s QA team is responsible for verifying that all product releases meet the highest standards. As a member of the QA team, the QA engineer will be responsible for planning, writing and executing product test plans, both manual and automatic. The job requires a good understanding of the MS Windows environment, Windows applications, client-server systems, and security applications. Responsibilities",-1,0,2.0,2.0,2.0,2.0,5.0,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
462,Junior Data Engineer בחברה מצליחה שעוסקת באבחון גנומי מתמונות ביופסיה,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: החברה פיתחה טכנולוגיה פורצת דרך המבוססת על מודלים חדשים של AI לקבלת אבחון גנומי מפורט מתמונת הביופסיה בלבד. הטכנולוגיה מזהה מגוון רחב של סמנים ביולוגיים (מוטציות/ באגים בגנים), שאינם ניתנים לזיהוי באבחון פתולוגי של עין אנושית. היום תהליך כזה של ריצוף גנטי לוקח זמן רב (שבועות ולעיתים חודשים), יקר מאוד ובעל מגבלות טכנולוגיות. בעזרת הטכנולוגיה שפיתחה החברה הצליחו לקצר את התהליך ל-2 דקות בלבד. החברה מונה קרוב ל-30 עובדים. ממוקמים בתל אביב ונמצאים מרחק הליכה מרכבת ומתחבורה ציבורית נגישה. משלבים מודל עבודה הבירידי. מהות התפקיד: פיתוח וניתוח Data אבל לא אלגוריתמיקה, כפיפות לראש צוות, קוד בPython ו-Node.js.",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
463,SOFTWARE AUTOMATION ENGINEER R&D,Toka,Tel Aviv-Yafo,3.7 ,"Tel Aviv, IL DESCRIPTION We are seeking a highly skilled and motivated Software Automation Engineer to join our team. As a Software Automation Engineer, you will be responsible for designing, developing, and implementing software solutions to ensure the quality and reliability of our software products. You will tackle challenging technological issues on a daily-basis in areas such as computer networking, operation systems, complexity and efficiency, distributed programming, parallelism, concurrency, user-experience (UX) and so much more. You will collaborate with cross-functional teams to understand requirements, create test strategies, develop automation frameworks, write test scenarios to evaluate the quality and performance of the system. Your skills and expertise will play a crucial role in improving Toka’s cutting edge IoT intelligence platform, and by extension, improving the security of Tier-1 countries around the globe!",-1,0,3.4,3.5,3.5,3.3,3.5,1001 to 5000 Employees,Company - Private,-1,2009,-1,$100 to $500 million (USD)
464,NOC Engineer- Student Position,Gong.io Inc.,Tel Aviv-Yafo,4.2 ,"As a NOC Student, you will: Ensure infrastructure and applications are monitored and that alerts and incidents are handled quickly and professionally. Measure and monitor the viability and stability of the systems and their core components. Perform proactive system monitoring. Confirming the integrity and availability of processes & pipelines. Troubleshooting and resolving application-related issues. You should apply if you are:",-1,0,3.9,4.1,4.3,4.0,3.9,1001 to 5000 Employees,Company - Private,Information Technology,2015,Enterprise Software & Network Solutions,Unknown / Non-Applicable
465,Junior Full Stack Engineer לחברה בינלאומית מצליחה,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: חברה בינלאומית מצליחה מחפשת את הטאלנט הבא! החברה עוסקת בתחום ה-IOT ו-Big Data, ומפתחת מערכות חכמות לרכב. מונים כ-60 עובדים בארץ ו-150 בעולם, יושבים במרכז הארץ ועובדים במודל היברידי. במסגרת התפקיד, הצטרפות לצוות פיתוח Full Stack ב-NodeJS ו-React. מעוניין/ת לשמוע עוד? שלח/י קורות חיים ונתעדכן! דרישות המשרה: שנה ניסיון בפיתוח NodeJS ו-React תואר טכנולוגי / יוצא/ת יחידה טכנולוגית",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
466,Deep Learning Researcher / Engineer,Inspekto,Ramat Gan,-1,"Join our fun, dynamic work environment in the heart of Tel Aviv’s high-tech area. Together, we’ll use formerly-science fiction technology to reimagine QA for industrial manufacturing and impact a $30 billion market. Contact us for Job Offers here: careers@inspekto.com Inspekto is looking for an enthusiastic and creative algorithm developer. Introduction We are taking on very challenging machine-learning tasks – from controlling physical cameras and illuminations, to universal single-shot detectors and accurate 3D homography alignments, to truly unique meta-learners.",-1,1,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,Company - Private,-1,-1,-1,Unknown / Non-Applicable
