title,employer,location,rating,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue,age,district,python_keyword,ai_keyword,java_keyword,javascript_keyword,c++_keyword,react_keyword,sql_keyword,aws_keyword,git_keyword
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,AppCard,Hod HaSharon,3,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,3,3,3,3,3.2,51 to 200 Employees,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,0,0,0,0,0
Developer,eternitech,Tel Aviv,1,0,-1,-1,-1,-1,-1.0,1 to 50 Employees,Company - Private,Unknown,1993,Unknown,$5 to $25 million (USD),30,Tel Aviv,1,0,1,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,0,1,1,0,0
Developer,Altair,Israel,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,4.2,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,eternitech,Tel Aviv,1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,1,1,1,1,1.0,1 to 50 Employees,Company - Private,Unknown,1993,Unknown,$5 to $25 million (USD),30,Tel Aviv,1,0,1,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,4.2,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,0,0,0,1,0
Other,,Tel Aviv,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,1,1,0,1,1,0,1
Developer,uPress,Holon,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Devalore,Petah Tikva,3,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Central,1,0,0,0,0,1,1,0,0
Engineer,Atomic-growth.com,Ramat Gan,-1,1,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
QA,Unleash,Tel Aviv,3,1,3,3,3,3,3.5,51 to 200 Employees,Company - Private,Media & Communication,2011,Publishing,Unknown / Non-Applicable,12,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,CrowdStrike,Tel Aviv,4,0,4,4,4,3,4.1,1001 to 5000 Employees,Company - Public,Information Technology,2011,Enterprise Software & Network Solutions,$500 million to $1 billion (USD),12,Tel Aviv,0,1,0,0,0,0,0,0,0
Student/Intern,Atera,Tel Aviv,4,1,4,4,4,4,4.6,201 to 500 Employees,Company - Private,Information Technology,2014,Enterprise Software & Network Solutions,$25 to $100 million (USD),9,Tel Aviv,0,1,0,0,0,0,0,0,0
QA,Unleash Labs,Tel Aviv,3,0,3,3,3,3,3.5,51 to 200 Employees,Company - Private,Media & Communication,2011,Publishing,Unknown / Non-Applicable,12,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,Jeeng,Giv`atayim,-1,1,4,4,4,4,4.6,1 to 50 Employees,Company - Private,Information Technology,2011,Internet & Web Services,$25 to $100 million (USD),12,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,ironSource,Tel Aviv,4,1,4,3,4,4,3.9,501 to 1000 Employees,Company - Private,Information Technology,2010,Computer Hardware Development,Unknown / Non-Applicable,13,Tel Aviv,0,0,0,0,0,1,0,0,0
Student/Intern,Gong.io Inc.,Tel Aviv,4,0,3,4,4,4,3.9,1001 to 5000 Employees,Company - Private,Information Technology,2015,Enterprise Software & Network Solutions,Unknown / Non-Applicable,8,Tel Aviv,0,1,0,0,0,0,0,0,0
Student/Intern,Trullion,Tel Aviv,-1,1,5,5,4,5,4.5,1 to 50 Employees,Company - Private,Financial Services,2019,Financial Transaction Processing,Unknown / Non-Applicable,4,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,Cybereason,Tel Aviv,3,1,3,3,3,2,3.7,1001 to 5000 Employees,Company - Private,Information Technology,2012,Enterprise Software & Network Solutions,Unknown / Non-Applicable,11,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,Ermetic,Tel Aviv,4,1,4,4,4,3,4.3,51 to 200 Employees,Company - Private,Information Technology,2019,Software Development,Unknown / Non-Applicable,4,Tel Aviv,0,0,0,0,0,0,0,0,0
QA,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,ClearML,Tel Aviv,-1,0,-1,-1,-1,-1,-1.0,1 to 50 Employees,Contract,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
QA,Imomony,Tel Aviv,2,0,3,2,3,2,4.3,51 to 200 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,1,0,0
Engineer,Apple,Herzliya,4,0,3,4,4,3,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD),47,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,NCR,Raanana,3,0,3,3,3,3,3.4,10000+ Employees,Company - Public,Information Technology,1884,Enterprise Software & Network Solutions,$5 to $10 billion (USD),139,Central,0,1,0,0,0,0,0,0,1
QA,AudioCodes Limited,Central,4,0,3,3,4,3,4.2,501 to 1000 Employees,Company - Public,Manufacturing,-1,Electronics Manufacturing,$100 to $500 million (USD),-1,Central,0,1,0,0,0,0,0,0,0
Other,Chakratec,Lod,5,0,3,3,5,5,4.0,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
QA,Dropit Shopping,Tel Aviv,3,1,3,3,3,3,4.1,51 to 200 Employees,Company - Private,Personal Consumer Services,2016,Consumer Product Rental,Unknown / Non-Applicable,7,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,Digital Turbine,Petah Tikva,4,1,3,3,4,3,4.1,501 to 1000 Employees,Company - Public,Information Technology,1998,Computer Hardware Development,$1 to $5 billion (USD),25,Central,0,0,0,0,0,0,0,0,1
Engineer,PowerLink Software Ltd,Tel Aviv,2,0,2,1,1,1,2.7,1 to 50 Employees,Company - Private,Information Technology,1997,Computer Hardware Development,Unknown / Non-Applicable,26,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,Implant Direct,Israel,3,0,3,3,3,2,3.0,10000+ Employees,Company - Public,Healthcare,2019,Health Care Services & Hospitals,Unknown / Non-Applicable,4,Israel,0,0,0,0,0,0,0,0,0
Engineer,Silverfort,Tel Aviv,4,1,4,4,4,4,4.8,51 to 200 Employees,Company - Private,Information Technology,2016,Enterprise Software & Network Solutions,Unknown / Non-Applicable,7,Tel Aviv,0,0,0,0,0,0,0,0,0
Other,,Raanana,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
Engineer,ServiceNow,Petah Tikva,4,0,4,4,4,4,4.3,10000+ Employees,Company - Public,Information Technology,2004,Enterprise Software & Network Solutions,$1 to $5 billion (USD),19,Central,0,1,0,0,0,0,0,0,0
QA,Via,Tel Aviv,4,0,4,4,4,4,3.8,501 to 1000 Employees,Company - Private,Information Technology,2012,Internet & Web Services,Unknown / Non-Applicable,11,Tel Aviv,0,1,0,0,0,0,0,0,0
Software Engineer,OM2 Technologies,Herzliya,4,1,3,4,3,3,4.6,Unknown,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
QA,FrontStory,Tel Aviv,4,1,4,4,4,4,4.4,1 to 50 Employees,Company - Private,Media & Communication,2012,Publishing,Unknown / Non-Applicable,11,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,1,0,0,0
Software Engineer,Toka,Tel Aviv,3,0,3,3,3,3,3.5,1001 to 5000 Employees,Company - Private,Unknown,2009,Unknown,$100 to $500 million (USD),14,Tel Aviv,0,1,0,0,0,0,0,0,0
QA,Lemonade,Tel Aviv,3,1,3,3,3,3,3.5,1001 to 5000 Employees,Company - Public,Insurance,2015,Insurance Carriers,$100 to $500 million (USD),8,Tel Aviv,0,0,0,0,0,0,0,0,0
QA,BUFFERZONE Security,Herzliya,-1,0,2,2,2,2,5.0,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
QA,Via,Tel Aviv,4,1,4,4,4,4,3.8,501 to 1000 Employees,Company - Private,Information Technology,2012,Internet & Web Services,Unknown / Non-Applicable,11,Tel Aviv,0,1,0,0,0,0,0,0,0
QA,ClearML,Tel Aviv,-1,0,-1,-1,-1,-1,-1.0,1 to 50 Employees,Contract,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
QA,Percepto,Israel,4,1,3,3,3,3,3.6,51 to 200 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,1,0,0,0,0,0,0,0
Software Engineer,Hailo,Tel Aviv,4,1,3,3,3,3,4.0,201 to 500 Employees,Company - Private,Information Technology,2011,Computer Hardware Development,Unknown / Non-Applicable,12,Tel Aviv,0,1,0,0,0,0,0,0,0
QA,Invaya,Herzliya,3,0,2,3,3,2,2.6,51 to 200 Employees,Company - Private,Transportation & Logistics,2010,Taxi & Car Services,Unknown / Non-Applicable,13,Tel Aviv,0,1,0,0,0,0,0,0,0
QA,CALLUP,Rosh Ha`Ayin,-1,1,-1,-1,-1,-1,-1.0,Unknown,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,1,0,0
QA,Castor,Tel Aviv,-1,1,3,3,4,3,4.3,201 to 500 Employees,Company - Private,Information Technology,2011,Computer Hardware Development,$25 to $100 million (USD),12,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,Silentium,Ness Ziona,3,1,3,2,3,2,3.3,501 to 1000 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,1,0,0,0,0
Engineer,Unitronics,Central,2,1,2,2,2,2,2.9,201 to 500 Employees,Company - Private,Manufacturing,1989,Machinery Manufacturing,Unknown / Non-Applicable,34,Central,0,0,0,0,0,0,0,0,0
QA,Varonis,Herzliya,4,0,4,4,4,3,4.0,1001 to 5000 Employees,Company - Public,Information Technology,2005,Software Development,$100 to $500 million (USD),18,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,1,0,0,0,0,0,0,0
Engineer,NeoGames,Tel Aviv,4,1,4,4,4,4,4.3,201 to 500 Employees,Company - Public,Information Technology,2005,Software Development,Unknown / Non-Applicable,18,Tel Aviv,0,0,0,0,0,0,0,0,0
QA,Waterfall Security Solutions,Rosh Ha`Ayin,3,0,2,2,2,2,3.1,1 to 50 Employees,Company - Private,Information Technology,-1,Computer Hardware Development,Unknown / Non-Applicable,-1,Central,0,1,0,0,0,0,0,0,0
QA,Tictuk,Tel Aviv,-1,1,4,3,4,4,2.6,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
QA,Cyberbit,Raanana,4,1,4,3,4,4,4.2,51 to 200 Employees,Company - Private,Information Technology,2015,Software Development,Unknown / Non-Applicable,8,Central,0,1,0,0,0,0,0,0,0
QA,PlayWorks Digital,Tel Aviv,-1,0,-1,-1,-1,-1,-1.0,1 to 50 Employees,Contract,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
QA,Neema Shefa Israel,Tel Aviv,-1,0,2,2,2,2,2.0,51 to 200 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,1
QA,Silentium,Ness Ziona,3,1,3,2,3,2,3.3,501 to 1000 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
QA,Aquant,Tel Aviv,4,1,3,4,4,4,3.9,51 to 200 Employees,Company - Private,Information Technology,2016,Enterprise Software & Network Solutions,Unknown / Non-Applicable,7,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,SuperCom,Tel Aviv,-1,0,3,3,4,3,4.2,201 to 500 Employees,Company - Public,Retail & Wholesale,-1,Wholesale,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,GlobalLogic,Ramat Gan,3,0,3,3,3,3,4.0,10000+ Employees,Company - Private,Information Technology,2000,Information Technology Support Services,$500 million to $1 billion (USD),23,Tel Aviv,0,0,0,0,0,0,0,0,0
QA,Agora,Tel Aviv,3,1,3,3,3,3,3.8,1001 to 5000 Employees,Company - Private,Media & Communication,1978,Publishing,Unknown / Non-Applicable,45,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,אלביט מערכות,Tel Aviv,3,0,3,3,3,3,4.0,10000+ Employees,Company - Public,Aerospace & Defense,1967,Aerospace & Defense,$1 to $5 billion (USD),56,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,1,0,1,0,0,1,0
Engineer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,1,0,0,0
Engineer,BUFFERZONE Security,Herzliya,-1,0,2,2,2,2,5.0,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,Horizon Technologies,Ramat Gan,3,0,3,3,3,3,2.9,201 to 500 Employees,Company - Private,Management & Consulting,-1,Business Consulting,$25 to $100 million (USD),-1,Tel Aviv,1,0,0,0,0,0,1,0,0
QA,Cobwebs Technologies,Herzliya,4,1,4,3,4,3,4.2,51 to 200 Employees,Company - Private,Information Technology,-1,Computer Hardware Development,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Software Engineer,Cyesec,Herzliya,4,0,4,3,4,4,4.3,51 to 200 Employees,Company - Private,Information Technology,2012,Enterprise Software & Network Solutions,Unknown / Non-Applicable,11,Tel Aviv,0,0,0,0,0,0,0,1,0
Engineer,Replies AI,Tel Aviv,4,0,4,4,4,4,4.5,Unknown,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,Inspekto,Ramat Gan,-1,1,-1,-1,-1,-1,-1.0,Unknown,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,אלביט מערכות,Rehovot,3,0,3,3,3,3,4.0,10000+ Employees,Company - Public,Aerospace & Defense,1967,Aerospace & Defense,$1 to $5 billion (USD),56,Central,0,0,0,0,0,0,0,0,0
Engineer,Water.io,Rehovot,-1,0,5,4,5,4,5.0,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
QA,Webbing,Petah Tikva,3,1,5,4,5,4,4.4,51 to 200 Employees,Company - Private,Telecommunications,2010,Telecommunications Services,Unknown / Non-Applicable,13,Central,0,0,0,0,0,0,0,0,0
QA,Revuze,Netanya,4,1,4,3,4,4,4.1,51 to 200 Employees,Company - Private,Media & Communication,2013,Advertising & Public Relations,Unknown / Non-Applicable,10,Central,0,1,0,0,0,0,0,0,0
Software Engineer,Nova Ltd.,Rehovot,4,1,4,4,4,4,4.3,501 to 1000 Employees,Company - Public,Manufacturing,1993,Machinery Manufacturing,$100 to $500 million (USD),30,Central,0,1,0,0,0,0,0,0,0
Engineer,JobInfo,Tel Aviv,3,0,3,3,1,2,4.2,51 to 200 Employees,Company - Private,Information Technology,1999,Computer Hardware Development,Unknown / Non-Applicable,24,Tel Aviv,0,0,0,0,1,0,0,0,0
Engineer,PayU,Tel Aviv,3,1,3,3,3,3,3.6,1001 to 5000 Employees,Company - Private,Information Technology,2002,Internet & Web Services,$10+ billion (USD),21,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,lusha,Tel Aviv,3,0,3,3,3,3,3.8,201 to 500 Employees,Company - Private,Information Technology,2016,Software Development,Unknown / Non-Applicable,7,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,1,1,0,0,0,0,0,0,0
QA,General Motors,Herzliya,4,0,3,4,3,3,3.8,10000+ Employees,Company - Public,Manufacturing,1908,Transportation Equipment Manufacturing,$10+ billion (USD),115,Tel Aviv,0,1,0,0,0,0,0,0,0
QA,Oktopost,Ramat Gan,4,1,3,3,3,3,3.6,51 to 200 Employees,Company - Private,Information Technology,2013,Software Development,Unknown / Non-Applicable,10,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,Ericsson,Rosh Ha`Ayin,4,0,3,3,4,3,3.8,10000+ Employees,Company - Public,Telecommunications,1876,Telecommunications Services,$10+ billion (USD),147,Central,0,0,0,0,0,0,0,0,0
QA,Earnix,Ramat Gan,4,1,4,4,4,4,4.6,201 to 500 Employees,Company - Private,Information Technology,2001,Enterprise Software & Network Solutions,Unknown / Non-Applicable,22,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,Hello Heart,Tel Aviv,4,1,4,4,4,4,4.3,51 to 200 Employees,Company - Private,Healthcare,2013,Health Care Services & Hospitals,$25 to $100 million (USD),10,Tel Aviv,0,1,0,0,0,0,0,0,1
Engineer,SAR Technologies,Herzliya,3,0,3,3,3,2,4.1,51 to 200 Employees,Contract,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,1,0,0,0,0,1,0
QA,National Instruments,Tel Aviv,3,0,3,3,4,3,4.2,5001 to 10000 Employees,Company - Public,Manufacturing,1976,Electronics Manufacturing,$1 to $5 billion (USD),47,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,נוביליס מערכות תכנה,Rishon LeẔiyyon,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,1,0,0,0,0,0,0,0,1
QA,AppLovin,Herzliya,3,0,3,4,3,3,3.2,1001 to 5000 Employees,Company - Public,Information Technology,2012,Internet & Web Services,Unknown / Non-Applicable,11,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,1,0,0,0,0
Software Engineer,Broadcom,Tel Aviv,3,0,3,4,3,3,3.3,10000+ Employees,Company - Public,Manufacturing,1991,Electronics Manufacturing,$10+ billion (USD),32,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,1
Engineer,Apple,Herzliya,4,0,3,4,4,3,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD),47,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,"אר.ויי.בי. פלסמנט אגנסי בע""מ",Tel Aviv,-1,0,-1,-1,-1,-1,-1.0,Unknown,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,lusha,Tel Aviv,3,0,3,3,3,3,3.8,201 to 500 Employees,Company - Private,Information Technology,2016,Software Development,Unknown / Non-Applicable,7,Tel Aviv,0,0,0,0,0,0,0,0,0
QA,Nova Ltd.,Rehovot,4,1,4,4,4,4,4.3,501 to 1000 Employees,Company - Public,Manufacturing,1993,Machinery Manufacturing,$100 to $500 million (USD),30,Central,0,1,0,0,0,0,0,0,0
QA,Plataine,Israel,-1,0,3,3,3,3,4.4,1 to 50 Employees,Company - Private,Information Technology,-1,Computer Hardware Development,Unknown / Non-Applicable,-1,Israel,0,1,1,0,0,0,0,0,0
Engineer,AIRLIFT One,Tel Aviv,-1,0,-1,-1,-1,-1,-1.0,Unknown,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
QA,Pontera,Herzliya,4,1,4,4,4,4,4.5,51 to 200 Employees,Company - Private,Information Technology,2012,Internet & Web Services,Unknown / Non-Applicable,11,Tel Aviv,0,0,0,0,0,0,0,0,0
QA,Pentera,Petah Tikva,4,1,4,4,4,4,4.5,51 to 200 Employees,Company - Private,Information Technology,2015,Enterprise Software & Network Solutions,Unknown / Non-Applicable,8,Central,0,1,0,0,0,0,0,0,0
Software Engineer,lusha,Tel Aviv,3,0,3,3,3,3,3.8,201 to 500 Employees,Company - Private,Information Technology,2016,Software Development,Unknown / Non-Applicable,7,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,Invaya,Herzliya,3,0,2,3,3,2,2.6,51 to 200 Employees,Company - Private,Transportation & Logistics,2010,Taxi & Car Services,Unknown / Non-Applicable,13,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,Invaya,Herzliya,3,0,2,3,3,2,2.6,51 to 200 Employees,Company - Private,Transportation & Logistics,2010,Taxi & Car Services,Unknown / Non-Applicable,13,Tel Aviv,0,0,0,0,1,0,0,0,0
Engineer,GE Healthcare,Rehovot,4,0,4,4,4,4,4.1,10000+ Employees,Company - Public,Healthcare,1892,Health Care Services & Hospitals,$10+ billion (USD),131,Central,0,0,0,0,0,0,0,0,0
Engineer,Valens,Hod HaSharon,-1,0,-1,-1,-1,-1,-1.0,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
QA,Zoll Medical Corporation,Herzliya,3,0,3,3,3,3,3.4,1001 to 5000 Employees,Company - Private,Manufacturing,1980,Health Care Products Manufacturing,$100 to $500 million (USD),43,Tel Aviv,0,0,0,0,0,0,0,0,1
QA,Overwolf,Ramat Gan,4,1,4,4,4,4,4.5,51 to 200 Employees,Company - Private,Information Technology,2010,Software Development,Unknown / Non-Applicable,13,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,eternitech,Tel Aviv,1,0,1,1,1,1,1.0,1 to 50 Employees,Company - Private,Unknown,1993,Unknown,$5 to $25 million (USD),30,Tel Aviv,0,0,1,0,0,0,0,1,1
Engineer,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,1,0
Engineer,WhiteSource,Giv`atayim,4,0,4,3,4,3,4.1,201 to 500 Employees,Company - Private,Information Technology,2011,Enterprise Software & Network Solutions,Unknown / Non-Applicable,12,Tel Aviv,0,0,0,0,0,0,0,0,1
Engineer,Yotpo,Tel Aviv,4,0,3,3,4,3,3.9,501 to 1000 Employees,Company - Private,Information Technology,2011,Computer Hardware Development,Unknown / Non-Applicable,12,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,Apple,Herzliya,4,0,3,4,4,3,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD),47,Tel Aviv,0,0,0,0,0,0,0,0,0
