,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
815,Junior Java Developer לחברת סטארט-אפ מצליחה המתפתחת ומבוססת מערכת AI למינוף נתונים,Gotfriends,Tel Aviv-Yafo,4.8 ,NA,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
816,Fullstack Junior Developer עם נסיון של שנה ומעלה בNet. וAngular לחברת הייטק מבוססת היטב וגלובלית!,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: שלום! אם את/ה בחיפושים אחר אתגר תעסוקתי חדש, נשמח שתצטרף/י לצוות שלנו של 4 מפתחי Fullstack, הפיתוח עם דגש לצד הServer בNet. ומעט Net Core., עבודה בסביבת SQL Server, Web API. לצד הקליינט מפתחים בAngular10. אנחנו מבוססים ויציבים, נמצאים בבעלות פרטית, ועובדים עם מגוון רחב של לקוחות ברחבי העולם. עוסקים בפיתוח מערכת לניהול תהליכים ואופטימיזציה של תקשורת עם לקוחות ומציעים גם שירותי אנליזה ופתרונות מותאמים ללקוחות ענק. בארץ אנחנו 100 אנשים (ליד קו רכבת-תל אביב) ועוד רבים בעולם. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
817,Junior full-stack Developer לחברת סטארטאפ בתחום האינטרנט של הדברים ברמת גן,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: נשמח לעניין במשרת Junior full-stack Developer למפתח/ת עם נסיון של שנה בפיתוח. התפקיד כולל כתיבת קוד 60% מהזמן לצד הServer בJava והיתר לצד הClient בAngular8. עוסקים בפיתוח פלטפורמת SaaS המאפשרת ניהול תקשורת וקישוריות רציפה, גלובאלית ומאובטחת למכשירי IoT בארגונים. לחברה פטנטים רשומים. מונים 50 עובדים, יושבים במשרדים חדשים ברמת גן וממומנים ב 26 מיליון דולר. נמצאים בתנופת צמיחה משמעותית! דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
818,Junior Full stack Developer בחברת Start Up שמפתחת מערכת בקרת איכות אוטונומית,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו מגייסים Junior Full stack Developer למשפחה! מדובר בחברה שמפתחת מערכת בקרת איכות אוטונומית לזיהוי פגמים בתהליך הייצור. זו טכנולוגיה ייחודית הכוללת שימוש ב-Machine Learning, Computer Vision. המצלמה החכמה מתוקנת במפעלי ייצור, ופסי יצור והיא יודעת לבחון תוך כדי תנועה את החלקים השונים שנעים על הפס, ותוך הרצת אלגוריתמי AI ו- CV הבנה איזה חלקים הם עם פגמים ואיזה חלקים טובים. המוצר יודע לחסוך מיליוני דולרים בפס הייצור לחברות. החברה ממוקמת ברמת גן על קו רכבת ועובדת במודל היברידי. נשמח לקבל את קורות החיים שלך! דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
819,Junior Python Developer לחברה מצליחה בתחום הData,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו מגייסים מפתח/ת Python. הסביבה הטכנולוגית כוללת Docker, Kubernetes, Machine Learning. החברה מושקעת על ידי קרן השקעות מצליחה. מונים 12 עובדים ויושבים בתל אביב קו רכבת (עבודה בעיקר מהמשרדים). מציעים שכר גבוה וכמובן אתגר משמעותי! דרישות המשרה: נסיון של שנה בפיתוח Python תואר טכנולוגי",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
820,Junior Web Developer לסטארטפ בתחום הבטחוני,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: לסטארטאפ המפתח פלטפורמה בעולם הבטחוני עבור ממשלות וארגונים בטחונים. מדובר בפתרון שמאפשר לזקק Data ממקורות שונים ומגוונים להנגישו לאנליסטים. מגייסים מפתח Frontend עם רקע באנגולר. עבודה צמודה עם צוות ה-UX והמוצר. דרישות המשרה: השכלה רלוונטית לפחות שנת ניסיון בפיתוח FED יחד עם Angular",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
821,Jr. front-end developer,eternitech,Tel Aviv-Yafo,1.0 ,"Position description Eternitech is looking for Junior front-end developer, with at least 6 month of experience with Web development technologies Required skills Programmer from birth Deep understanding in client side languages and frameworks as Html, css, bootstrap, javasctipt, angular.js etc. Experience in one the following languages: PHP, C #, Ruby, Python – Advantage.",-1,0,1.0,1.0,1.0,1.0,1.0,1 to 50 Employees,Company - Private,-1,1993,-1,$5 to $25 million (USD)
822,Frontend developer,eternitech,Tel Aviv-Yafo,1.0 ,"Position description Eternitech is looking for a junior Front-end developer with as 1 year of experience of Web development technologies. Required skills Deep understanding in Javascript language (ECMAscript 6). Experience in HTML, CSS, supporting browsers and platforms and Responsive programming for tablet and mobile web apps. Experience in one the following languages: PHP, C #, Ruby, Python – Advantage.",-1,0,1.0,1.0,1.0,1.0,1.0,1 to 50 Employees,Company - Private,-1,1993,-1,$5 to $25 million (USD)
823,Junior Backend Developer לחברת הייטק גלובאלית רווחית,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: משרה מעולה למפתח/ת Junior - כניסה לחברה מעולה! חברת הייטק גלובאלית רווחית המפתחת מוצר דיגיטליזציה לעולם ה Retail מבוסס IoT ו Computer vision מגייסת. עוסקים בפיתוח מערכת מצלמות ורובוט חכם המאפשרים לעקוב אחרי המצב במדפים והמלאי בחנויות והצגת מידע רב ותובנות בהתאם. התפקיד הינו כחלק מצוות וכולל פיתוח Backend בPython. מונים 250 עובדים וממוקמים באזור נגיש ליד קו רכבת, תל אביב. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
824,Junior Algorithm Developer בחברת סטארט-אפ צעירה בתל אביב,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: הזדמנות להכנס לתחום הDeep Learning ללא נסיון קודם! חברת סטארט-אפ בתחילת דרכה מגייסת מפתח/ת אלגוריתמים. החברה מונה כיום 20 עובדים ובצמיחה, 50% מהעובדים הינם חוקרים מובילים! מפתחים טכנולוגיה שמאפשרת לפתוח חדרי ישיבות וירטואלים ולקיים פגישות. עובדים עם הטכנולוגיות הכי מתקדמות בתחום הבינה המלאכותית והתלת מימד. שלחו קורות חיים ונהיה בקשר! דרישות המשרה: נסיון של שנה בפיתוח אלגוריתמים בתחום של Computer Vision",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
825,React Frontend Developer לחברה בתחום הE-commerce בראשון לציון (קו רכבת),Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: נשמח להרחיב את צוות פיתוח Frontend שלנו ולצרף מפתח/ת נוסף/ת לפיתוח בReact. אנחנו עוסקים בתחום הE-commerce ומפתחים פלטפורמה להזמנה ושילוב מהיר On-line מסופרים וחנויות מקומיות. קיימים שנתיים ומונים 40 עובדים. דרישות המשרה: נסיון של 3 שנים בפיתוח נסיון של שנתיים בפיתוח בRedux או React",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
826,"הזדמנות ללא ניסיון! Front-End Web Developer לחברה עוסקת בניהול קמפיינים, פיתוח אתרים וכתיבת תוכן עבור לקוחות",Gotfriends,Tel Aviv-Yafo,4.8 ,"תיאור המשרה: לחברת אבטחת מידע מבוססת בהרצליה דרוש תכניתן #C. הזדמנות להצטרף לצוות ה- CYBER של החברה ולפתח ב- #C בסביבת WIN מוצרים חדשים מאפס. הזדמנות מתגמלת עם תנאים מפנקים ואפשרויות קידום באווירת WORK LIFE BALANCE. דרישות המשרה: בוגרי אוניברסיטאות- ממוצע 85 או בוגרי יחידה טכנולוגית 8200, 81, 9900 או עתודאים - יתרון משמעותי קדנציות מגוונות- בשפות או תפקידים 0-3 שנות ניסיון בפיתוח #C",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
827,Front End React Developer,Ideo digital,Tel Aviv-Yafo,3.8 ,"roven work experience as a Front-end developer using React.JS & Redux Hands on experience with markup languages (HTML) Experience with JavaScript, CSS and jQuery Familiarity with browser testing and debugging In-depth understanding of the entire web development process (design, development and deployment) Understanding of layout aesthetics An ability to perform well in a fast-paced environment Excellent analytical and multitasking skills Team player - Strong interpersonal communication skills Experience with working with a TFS environment is an advantage. Experience with Agile (Scrum) is an advantage. Experience with Server side .NET technologies is an advantage (MVC 5/6, MS-SQL, Etc.)",-1,0,2.0,2.0,1.0,1.0,3.0,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
828,Junior Developer בחברת סטארטפ ממומנת היטב בתחום ה-Cyber Security,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: הוקמו ב-2021 וגייסו 13M דולר. מפתחים מערכת שמגינה על משקיעים במטבעות וירטואליים מפני פריצות. המערכת מבצעת ניתוח סיכונים אוטומטי, עוקבת אחר שינויים בשוק בזמן אמת ומצילה כספים שעומדים להיגנב על ידי אקרים. מונים 25 עובדים, יושבים באזור השרון, עובדים במודל היברידי של יומיים מהבית. מהות התפקיד: תפקיד כחלק מצוות, כפוף לראש צוות, פיתוח ב-Python וב-Typescript בחלוקה דינמית לפי הצורך. עובדים עם AWS, MongoDB, Kubernetes. דרישות המשרה: תואר ראשון טכנולוגי",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
829,Junior Web Developer לחברת סטארט-אפ קטנה,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: Junior Web Developer? הצטרפ/י אלינו! אנחנו חברת סטארטאפ קטנה ומרשימה אשר הוקמה ב2014. אנו מפתחים מערכת לניהול חקירות בארגוני ביון ואכיפה בארץ ובעולם. התפקיד כולל הצטרפות לצוות של 6 מפתחים. הפיתוח נעשה לצד ה-Server ב-Net. כפיפות ישירה למנהל הפיתוח. ממוקמים בתל אביב קו רכבת. דרישות המשרה: שנה ניסיון בפיתוח Backend ב-Net.",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
830,הזדמנות להסבה ל-Python ללא ניסיון! Backend Developer לחברת Insure Tech המפתחת פלטפורמה המציעה שירותי ביטוח מפגיעות Cyber,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: החברה מפתחת פלטפורמה המציעה שירותי ביטוח לחברות בכל הקשור לפגיעות כתוצאה ממתקפות סייבר – בעצם חברת ביטוח לסיכוני סייבר, בין אם מדובר במתקפות ממוקדות, מתקפות כופר, הפלת שרתים ודברים טובים אחרים. כמו כן, החברה מספקת פתרון גם עבור סוכני ביטוח: פלטפורמה אשר משלבת את המוצר הביטוחי שלה ביחד עם תובנות סיכון שמאפשרות לסוכן לשקף את המידע ללקוחות שלו, בכך- הליך מכירת הפוליסה הופך למהיר וקל יותר. החברה הוקמה ע""י יוצאי תלפיות ובוגרי הרווארד. מונים כיום 50 איש בארץ ו160 בעולם . גייסו סה""כ כ 90 מיליון דולר. מבחינת מודל היברידי- 2-3 ימים מהבית, כרגע מאוד גמישים, יושבים בתל אביב לי קו רכבת . ה-Stack הטכנולוגי כולל: Redis, MySQL, Postgres, Elastic, Python Django, React, Redux, Kafka, Kinesis, SQS/ SNS , Rest API",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
831,Front-end JavaScript Developer (React),Devalore,Petah Tikva,3.9 ,"We are looking for a great JavaScript developer who is proficient with React.js. Your primary focus will be on developing user interface components and implementing those following well-known React.js workflows (such as Flux or Redux). You will ensure that these components and the overall application are robust and easy to maintain. You will coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product are important. Responsibilities Developing new user-facing features using React.js Building reusable components and front-end libraries for future use",-1,0,4.0,3.2,3.5,3.8,3.9,51 to 200 Employees,Company - Private,Information Technology,2010,Computer Hardware Development,Unknown / Non-Applicable
832,HTML | JavaScript,,Tel Aviv-Yafo,-1,"q-nomy inc., a leading software vendor providing solutions that optimize true omnichannel digital and physical business processes and customer journey is looking for a full-stack developer to join its r&d team which is currently working on new and exciting additions to our product line. required skills: solid c#/ .net programming skills, 3-5 years of experience working experience with .net core or .net framework proven experience with frontend technologies (react, angular, javascript, html, css, etc.) good understanding and experience in developing rest apis substantial experience working with ms sql server, including querying, table design, indexing, and optimization experience using entity framework or another orm framework writing effective unit tests independent and creative problem-solving attitude send cv in link below or to mail: |** לפנייה למשרה יש להגיש מועמדות **| https://jobyjobs.com/job/17355 #fullstackdeveloper #fullstack #dotnet #csharp #angular",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
833,Junior Web Developer לסטארט-אפ בתחום הFintech,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: מפתחים ומפתחות, נשמח שתצטרפו אלינו! אנחנו חברה בתחום הפינטק אשר מפתחת אפליקציית תוסף לדפדפן שמטרתה לעזור למשקיעים פרטיים בבחירת השקעותיהם בשוק ההון. פיתחנו טכנולוגיה שיודעת לזהות המלצות של אנליסטים ולתת דירוג מתאים על פי טיב ההמלצות שלהם בתחום המסחר ועד כמה היו מדוייקים עד כה בהמלצותיהם. מונים 50 עובדים, חברה עם הון אנושי צעיר, יש איזון בית-עבודה. פיתוח PHP ו JS, דפי נחיתה עם Wordpress. כרגע עובדים מהבית, לאחר הקורונה יתאפשר יומיים עבודה מהבית. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
834,Junior Fullstack Developer לחברת סטארט-אפ בתחום הרפואי,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו מגייסים מפתח/ת Fullstack שתצטרף/יצטרף לעשייה שלנו! אנחנו עוסקים בחקר הסרטן, מבצעים מחקרים על החולים הקשים ביותר, ברמות הקשות ביותר. לוקחים את התיאוריה על תרופות והופכים אותה לפרקטיקה למוצרים שמאפשרים טיפול לחולים קריטיים. נמצאים בפיילוט בבית חולים גדול בארץ. לחברה אישור FDA. התפקיד כולל הצטרפות לצוות של 10 מפתחים. נשמח להרחיב בפרטים, שלח/י קורות חיים! דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
835,Junior Developer,Genoox,Tel Aviv-Yafo,5.0 ,"Job ID 1124 Position Location: Tel Aviv, Israel An automation developer at Genoox handles a wide variety of tasks, from devops, to tool building, test automation, support operations and more. You’ll work with developers, support personnel and project managers to promote their goals, while nurturing automation frameworks and tools. You will be responsible for: Maintain, build and operate automation frameworks and internal tools to fulfill company-wide automation needs Working closely with the support, devops and development teams to meet ongoing demands and operations requirements",-1,0,4.1,3.5,5.0,4.0,5.0,1 to 50 Employees,Company - Public,-1,-1,-1,Unknown / Non-Applicable
836,Junior Software Developer,Altair,Israel,4.3 ,NA,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
837,Frontend Developer,LS TECHNOLOGIES,Petah Tikva,3.9 ,"We’re looking for a highly capable frontend developer to integrate with our frontend development efforts. If you have proven experience in leading frontend development in fintech B2C companies, a strong technical understanding, and great task management skills, we are looking for you! As our leading Frontend Developer, you will personally perform and oversee all frontend- related aspects of our website and UI products. Requirements:",-1,0,3.7,4.2,4.3,4.0,4.4,201 to 500 Employees,Company - Private,Aerospace & Defense,2000,Aerospace & Defense,$25 to $100 million (USD)
838,Frontend Software Developer בחברת הייטק מצליחה בתחום הOnline,Gotfriends,Tel Aviv-Yafo,4.8 ,"Junior Software Developer System Engineering Israel Design the Tomorrow. Every day. We are on a mission of taking the world into a new future, connecting it, and enabling new ways of seeing it. By the power of curiosity and passion, using technology, and in full partnership - we lead change day by day. Our vision is built by individuals, connected to one another. We are in the business of creating our own reality when it’s the daily effort that counts – for an exciting future, one we wish to live in.",-1,0,4.0,4.2,4.2,4.0,4.2,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
839,Frontend Developer,BMC Software,Tel Aviv-Yafo,4.1 ,Basic Information Country Israel State NA City Tel Aviv Date Published,-1,0,3.9,4.1,4.1,3.8,4.0,5001 to 10000 Employees,Company - Private,Information Technology,1980,Enterprise Software & Network Solutions,$1 to $5 billion (USD)
840,Junior Backend Developer לסטארטאפ מבטיח הנמצא מתחת לרדאר ברמת גן (קו רכבת),Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו סטארט-אפ בהקמה עם פוטנציאל אדיר! גייסנו כבר 10 מליון דולר. הוקמנו על ידי יזמים למודי אקזיטים מוצלחים ומתוקשרים! לא נוכל לספר הרבה על העשייה שלנו כרגע אבל אנחנו נמצאים בשלב מרתק הכולל גיוס של ראשוני וראשונות העובדים/ות לתפקידי מפתח בחברה עם הרבה השפעה מקצה לקצה וחיבור לביזנס. נשמח לצרף מפתח/ת Backend לפיתוח בNodeJS משולב עם מעט Python, מעל Linux, סביבת AWS. עבודה עם Docker/Kubernetes. מדובר באתגר טכנולוגי יוצא דופן ופיתוח של מוצר מאפס. עבודה עם המון דאטה, הטמעת מתודולוגיה והגדרת הסטאק הטכנולוגי. נשמח להכיר מפתחים/ות עם נסיון של שנתיים ומעלה, מלא/ת מוטיבציה ורצון להוביל אותנו קדימה. שלח/י קורות חיים!",-1,0,4.1,4.6,4.1,4.5,3.7,-1,-1,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
841,Junior Developer ללא ניסיון לחברת סטארטאפ בעולם האלגוטריידינג,Gotfriends,Israel,4.8 ,"תיאור המשרה: לחברת סטארטאפ המפתחת אלגוריתמים חכמים בעולם האלגוטריידינג דרוש/ה בוגר/ת לימודי מדעי המחשב שמעוניין/ת להשתלב בסטארטאפ מהשורה הראשונה. הסטארטאפ הוקם על ידי יוצאי אחת היחידות הטכנולוגיות המובילות. הזדמנות להכנס לאחת החברות המובילות בתחום האלגוטריידינג ולעבוד עם היזמים המבריקים בתחום. להנות מתנאים מעולים! (אופציות, בונוסים ועוד פינוקים) דרישות המשרה: בוגרים/בוגרות תואר ראשון במדעי המחשב - ממוצע 90 ומעלה - יתרון",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
842,Front-end Developer,uPress,Holon,-1,"למה כדאי לך להצטרף לצוות שלנו? כבר שנים ארוכות שאנחנו מובילים בתחום אחסון אתרי הוורדפרס, וזו יכולה להיות הזדמנות נהדרת עבורך להצטרף לצוות המנצח שלנו, אם אתה עדיין לא מכיר אותנו, אז הגיע הזמן. אנחנו צוות של אנשי אבטחה, מנהלי רשתות, מפתחים, מעצבים, אנליסטים, מאפייני UX/UI, אנשי שירות ומכירות. שעושים את ה-כ-ל בשביל לספק ללקוחתינו את הטכנולוגיה המתקדמת ביותר ופורצת הדרך שלנו, עטופה היטב בשירות ברמה הגבוהה ביותר כאשר המטרה שעומדת כל הזמן לנגד עינינו היא להמשיך להוביל ולפתח את עולמות האחסון בוורדפרס.. ביופרס העובדים מרגישים שהם שייכים לצוות איכותי של אנשים שפועל יחדיו עם המון .תמיכה וחופש ליצירתיות, לביטוי עצמי ולהשפעה עצומה על מגוון רחב של תחומים כחלק מהתפיסה הארגונית שלנו אנחנו שמים את העובד במרכז ומאירים דגש מיוחד על התפתחות אישית, צמיחה מקצועית ורכישת ידע, עיצוב קריירה אישית שמניבה פירות וסביבת עבודה נוחה ומשפחתית שמסייעת לכל עובד.",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,Unknown,Company - Private,-1,-1,-1,Unknown / Non-Applicable
843,Jr. javascript developer,eternitech,Tel Aviv-Yafo,1.0 ,"Position description Eternitech is looking for a junior javascript developer, to support startups in central Israel. Required skills At least 1 year of experience in node.js backend development At least 2 years in Javascript development Experience in: Angular.js – BIG ADVANTAGE Responsible, autodeduct, independent developer.",-1,0,1.0,1.0,1.0,1.0,1.0,1 to 50 Employees,Company - Private,-1,1993,-1,$5 to $25 million (USD)
844,Junior Python Developer Hod HaSharon,AppCard,Hod HaSharon,3.6 ,"Join our team of technical innovators and creative problem solvers.  We are always on the lookout for curious, proactive, enthusiastic people who are passionate about helping businesses understand their customers, and helping customers get the most out of their shopping experience. Headquartered in Downtown NYC, with offices in Ramat Hasharon, Israel and Delray Beach, Florida, AppCard is a startup environment where all ideas and contributions receive attention and recognition. Our philosophy is simple: be the best, work hard and have fun. If you have confidence, ambition and talent, we’d love to meet you. submit your resume to careers@appcard.com.   Junior Python DeveloperHod HaSharon This position is for someone who absolutely loves to code and help us to drive innovation into our Python stack. Responsibilities: Take responsibility and ownership of core services, supporting Millions of complex operations per day Be part of a larger development team working together according to Agile methodology. Requirements: Proven industry experience in Python – 2-3 years of experience Experience working at a tech startup is preferable. Willingness to interact and work with different teams across the company. Independent learner- able to learn new technologies, design practices, and technologies quickly.",-1,0,3.8,3.0,3.5,3.5,3.2,1 to 50 Employees,Company - Public,Information Technology,-1,Computer Hardware Development,$5 to $25 million (USD)
845,Junior Java Developer לחברת סטארט-אפ מצליחה המתפתחת ומבוססת מערכת AI למינוף נתונים,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: הפלטפוטרמה שלנו מבוססת AI, מסייעת לחברות לזהות בעיות בכל מה שקשור ל-Diversity ו-Inclusion בחברה. המערכת של החברה ממנפת את הנתונים הקיימים מפלטפורמות ה-SaaS של הלקוחות שלה, כדי לזהות בעזרתם הטיה לא מודעת בתהליכי הגיוס. בעקבות הנתונים מתבצעת הסקת מסקנות ותובנות שמסייעות לחברה המגייסת לבצע תהליכי גיוס הוגנים יותר, ולשפר את אחוזי ה-Diversity בחברה. החברה מונה שמונה אנשים בארץ (מרכז הפיתוח בארץ) , ועוד 10 עובדים בחו""ל שעוסקים בעיקר במכירות ושירות לקוחות. ה-Stack הטכנולוגי שלהם כולל - Java, AWS , Microservices, Rest API, SQL ,Gradle, Maven. הזדמנות מדהימה להשתלב אצלנו, הגישו קורות חיים!",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
846,Fullstack Junior Developer עם נסיון של שנה ומעלה בNet. וAngular לחברת הייטק מבוססת היטב וגלובלית!,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: שלום! אם את/ה בחיפושים אחר אתגר תעסוקתי חדש, נשמח שתצטרף/י לצוות שלנו של 4 מפתחי Fullstack, הפיתוח עם דגש לצד הServer בNet. ומעט Net Core., עבודה בסביבת SQL Server, Web API. לצד הקליינט מפתחים בAngular10. אנחנו מבוססים ויציבים, נמצאים בבעלות פרטית, ועובדים עם מגוון רחב של לקוחות ברחבי העולם. עוסקים בפיתוח מערכת לניהול תהליכים ואופטימיזציה של תקשורת עם לקוחות ומציעים גם שירותי אנליזה ופתרונות מותאמים ללקוחות ענק. בארץ אנחנו 100 אנשים (ליד קו רכבת-תל אביב) ועוד רבים בעולם. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
847,Junior full-stack Developer לחברת סטארטאפ בתחום האינטרנט של הדברים ברמת גן,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: נשמח לעניין במשרת Junior full-stack Developer למפתח/ת עם נסיון של שנה בפיתוח. התפקיד כולל כתיבת קוד 60% מהזמן לצד הServer בJava והיתר לצד הClient בAngular8. עוסקים בפיתוח פלטפורמת SaaS המאפשרת ניהול תקשורת וקישוריות רציפה, גלובאלית ומאובטחת למכשירי IoT בארגונים. לחברה פטנטים רשומים. מונים 50 עובדים, יושבים במשרדים חדשים ברמת גן וממומנים ב 26 מיליון דולר. נמצאים בתנופת צמיחה משמעותית! דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
848,Junior Full stack Developer בחברת Start Up שמפתחת מערכת בקרת איכות אוטונומית,Gotfriends,Tel Aviv-Yafo,4.8 ,NA,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
849,Junior Python Developer לחברה מצליחה בתחום הData,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו מגייסים Junior Full stack Developer למשפחה! מדובר בחברה שמפתחת מערכת בקרת איכות אוטונומית לזיהוי פגמים בתהליך הייצור. זו טכנולוגיה ייחודית הכוללת שימוש ב-Machine Learning, Computer Vision. המצלמה החכמה מתוקנת במפעלי ייצור, ופסי יצור והיא יודעת לבחון תוך כדי תנועה את החלקים השונים שנעים על הפס, ותוך הרצת אלגוריתמי AI ו- CV הבנה איזה חלקים הם עם פגמים ואיזה חלקים טובים. המוצר יודע לחסוך מיליוני דולרים בפס הייצור לחברות. החברה ממוקמת ברמת גן על קו רכבת ועובדת במודל היברידי. נשמח לקבל את קורות החיים שלך! דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
850,Junior Web Developer לסטארטפ בתחום הבטחוני,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: לסטארטאפ המפתח פלטפורמה בעולם הבטחוני עבור ממשלות וארגונים בטחונים. מדובר בפתרון שמאפשר לזקק Data ממקורות שונים ומגוונים להנגישו לאנליסטים. מגייסים מפתח Frontend עם רקע באנגולר. עבודה צמודה עם צוות ה-UX והמוצר. דרישות המשרה: השכלה רלוונטית לפחות שנת ניסיון בפיתוח FED יחד עם Angular",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
